user_age,income,employment_status,credit_score,loan_amount,loan_term,existing_debt,loan_to_income_ratio,payment_history,num_of_defaults,savings_balance
46,915657,Self-employed,465,299142,13,340594,0.37196679542667177,Average,4,274697.1
32,18908,Unemployed,488,710672,17,81543,4.312618997249841,Bad,8,5672.4
46,756240,Self-employed,760,931616,8,97487,0.12891013434888396,Good,0,226872.0
33,95570,Self-employed,488,631698,12,373371,3.906780370409124,Bad,8,28671.0
38,128791,Self-employed,678,339369,7,230216,1.7875162084307132,Bad,9,38637.299999999996
45,38793,Unemployed,405,833246,6,341722,8.808857268063825,Good,0,11637.9
53,916723,Self-employed,371,349235,23,117258,0.12790995753351886,Bad,8,275016.89999999997
32,592602,Employed,625,314863,12,157484,0.2657500312182544,Average,4,177780.6
56,760281,Employed,704,131887,21,14181,0.01865231407861041,Average,4,228084.3
24,23232,Unemployed,380,298063,17,45898,1.9756370523415978,Bad,6,6969.599999999999
25,392470,Employed,694,337299,11,266549,0.679157642622366,Good,2,117741.0
57,25125,Unemployed,440,335713,13,274006,10.90571144278607,Good,0,7537.5
28,834114,Employed,506,829760,16,186751,0.22389145848169434,Average,4,250234.19999999998
48,506040,Employed,553,203554,18,291832,0.5766974942692278,Bad,6,151812.0
51,513157,Employed,837,813050,18,49017,0.09552047424082688,Good,1,153947.1
29,7620,Unemployed,386,560963,19,276083,36.23136482939633,Good,0,2286.0
49,18854,Unemployed,332,497010,7,244343,12.959743290548424,Average,5,5656.2
34,407893,Self-employed,379,807351,19,367296,0.9004714471687428,Average,4,122367.9
42,29074,Unemployed,460,792605,23,302729,10.41236156015684,Good,0,8722.199999999999
31,948269,Employed,786,373513,18,379459,0.4001596593371712,Average,4,284480.7
43,197932,Employed,675,814832,12,105447,0.5327435684982721,Good,2,59379.6
21,14341,Unemployed,346,183517,9,244885,17.07586639704344,Bad,7,4302.3
57,20835,Unemployed,480,72305,23,240434,11.539908807295417,Average,5,6250.5
41,30039,Unemployed,318,694924,8,155014,5.1604247811178805,Average,4,9011.699999999999
46,699096,Self-employed,422,441030,18,242147,0.34637159989472116,Bad,9,209728.8
56,332553,Employed,633,474963,20,399488,1.2012761875550664,Good,2,99765.9
43,801266,Self-employed,322,615079,10,156337,0.19511248449328936,Good,1,240379.8
21,202173,Self-employed,534,161034,10,255743,1.2649710891167465,Average,5,60651.899999999994
35,104723,Employed,558,480108,7,180264,1.7213410616578975,Good,0,31416.899999999998
41,793043,Employed,758,596821,19,160740,0.2026876222348599,Good,0,237912.9
29,9311,Unemployed,482,189256,7,82560,8.86693158629578,Bad,7,2793.2999999999997
29,30689,Unemployed,495,478128,15,360579,11.749454201831275,Bad,8,9206.699999999999
30,672958,Self-employed,556,892023,7,70283,0.10443891000627083,Bad,6,201887.4
46,7580,Unemployed,320,667938,14,10297,1.35844327176781,Average,4,2274.0
55,14386,Unemployed,479,657348,22,65005,4.518629222855554,Bad,9,4315.8
45,180594,Employed,612,675984,5,391977,2.1704873916076948,Bad,9,54178.2
46,962139,Employed,659,827626,20,190506,0.19800257551143857,Good,0,288641.7
31,38545,Unemployed,363,374047,20,395823,10.26911402257102,Bad,8,11563.5
58,843287,Employed,824,395605,14,131654,0.15612003979665287,Average,4,252986.09999999998
22,19260,Unemployed,415,363447,5,191255,9.930166147455868,Bad,8,5778.0
27,817506,Employed,680,244188,8,87994,0.10763713049200863,Average,5,245251.8
38,170547,Employed,578,378047,7,57305,0.33600708309146454,Good,2,51164.1
47,176192,Employed,607,855823,9,160045,0.9083556574645841,Good,0,52857.6
54,294130,Employed,573,239501,16,214058,0.7277666338013803,Bad,9,88239.0
47,37430,Unemployed,483,933298,16,213143,5.694442960192359,Good,1,11229.0
37,481182,Self-employed,428,322146,17,385832,0.8018421304205061,Bad,8,144354.6
44,638546,Employed,819,299675,16,226963,0.355437196380527,Good,0,191563.8
45,23617,Unemployed,358,710175,20,270789,11.465850870135919,Average,5,7085.099999999999
27,32115,Unemployed,300,531274,17,305382,9.50901447921532,Good,0,9634.5
26,107442,Employed,566,820730,9,70694,0.6579736043632843,Bad,9,32232.6
44,62124,Self-employed,766,265625,8,173845,2.7983549030970316,Bad,7,18637.2
53,341896,Employed,599,844840,19,279930,0.818757750895009,Bad,9,102568.8
49,14180,Unemployed,421,202339,16,41693,2.940267983074753,Average,4,4254.0
42,801505,Self-employed,687,648238,23,359591,0.44864473708835256,Good,1,240451.5
46,35960,Unemployed,313,936339,23,70702,1.9661290322580645,Bad,9,10788.0
48,855329,Employed,718,127355,15,347989,0.4068481251074148,Average,4,256598.69999999998
41,318760,Self-employed,475,29798,10,278220,0.8728196762454511,Average,5,95628.0
27,9482,Unemployed,384,617937,13,282521,29.79550727694579,Average,3,2844.6
37,12400,Unemployed,450,329031,5,141350,11.399193548387096,Good,1,3720.0
40,12396,Unemployed,470,21477,16,390512,31.503065505001615,Good,2,3718.7999999999997
40,203790,Employed,712,412482,18,34539,0.1694832916237303,Good,1,61137.0
42,147617,Self-employed,340,219400,10,127552,0.8640739210253562,Average,4,44285.1
48,690601,Employed,726,219060,5,143512,0.20780740253778954,Good,1,207180.3
27,970325,Employed,587,391959,6,289389,0.2982392497359132,Bad,6,291097.5
21,762426,Employed,528,963030,15,205775,0.26989504555196175,Average,3,228727.8
52,543606,Self-employed,750,513181,7,330236,0.6074914552083678,Good,0,163081.8
33,738032,Employed,743,509831,14,372598,0.5048534480889717,Average,4,221409.6
50,500076,Employed,646,915858,10,395367,0.7906138266983419,Average,5,150022.8
43,902109,Employed,777,407105,10,153770,0.1704561200475774,Good,2,270632.7
39,417405,Employed,641,288479,6,149673,0.35857979660042405,Average,5,125221.5
52,19379,Unemployed,443,930758,14,158879,8.198513855204087,Good,1,5813.7
50,271504,Employed,832,350754,10,177374,0.6533016088160764,Good,0,81451.2
49,34669,Unemployed,439,275586,21,217936,6.286192275519917,Good,2,10400.699999999999
49,689510,Employed,806,834721,18,140111,0.20320372438398282,Average,4,206853.0
50,671469,Self-employed,722,842179,9,310571,0.46252470329978,Average,4,201440.69999999998
36,31016,Unemployed,460,825759,21,334983,10.80032886252257,Good,2,9304.8
39,16036,Unemployed,368,935703,6,190121,11.855886754801697,Average,5,4810.8
38,19021,Unemployed,458,336971,13,229252,12.052573471426319,Good,1,5706.3
21,20471,Unemployed,345,632752,16,379945,18.56015827267842,Bad,9,6141.3
34,448232,Self-employed,771,133184,23,373989,0.8343647932320762,Average,5,134469.6
22,331129,Employed,540,89051,11,349442,1.0553047301806848,Average,4,99338.7
48,6502,Unemployed,376,152653,13,90147,13.864503229775453,Bad,8,1950.6
50,891146,Self-employed,732,247300,20,56413,0.06330388062113279,Bad,9,267343.8
58,25946,Unemployed,386,586010,15,66958,2.580667540275958,Bad,9,7783.799999999999
24,650140,Employed,724,94036,16,32275,0.049643153782262285,Good,0,195042.0
21,35276,Unemployed,419,754922,19,27597,0.782316589182447,Good,1,10582.8
28,676810,Self-employed,626,149595,22,340665,0.5033391941608428,Bad,9,203043.0
49,996551,Employed,690,855392,23,95243,0.09557263000087302,Good,0,298965.3
59,324957,Self-employed,792,774997,20,255482,0.7862024821745647,Average,5,97487.09999999999
23,793580,Employed,650,283696,19,69908,0.08809193780085184,Bad,9,238074.0
52,659021,Employed,595,518612,9,318332,0.48303771806968215,Average,4,197706.3
30,945767,Employed,808,143880,15,297854,0.3149338050492352,Good,2,283730.1
30,22158,Unemployed,396,237419,19,381637,17.223440743749435,Bad,7,6647.4
39,950092,Self-employed,412,992029,22,223424,0.23516038446803048,Good,2,285027.6
54,879459,Self-employed,755,156692,17,181122,0.20594706518439176,Average,3,263837.7
53,325974,Self-employed,431,265031,8,312393,0.9583371679949935,Good,0,97792.2
43,587985,Employed,620,295946,21,35247,0.059945406770580884,Average,5,176395.5
48,34892,Unemployed,337,611312,8,289552,8.298521150980168,Good,0,10467.6
52,793361,Employed,621,490765,20,77313,0.0974499628794458,Average,3,238008.3
27,389793,Self-employed,338,772097,19,202755,0.5201607006795915,Good,2,116937.9
49,36285,Unemployed,460,644927,18,250407,6.9011161637040095,Bad,9,10885.5
28,27727,Unemployed,319,906680,16,268587,9.686839542684027,Bad,7,8318.1
21,21911,Unemployed,448,608226,7,393414,17.955091050157456,Good,2,6573.3
23,850484,Self-employed,802,219813,14,132151,0.15538328763386494,Average,4,255145.19999999998
44,22790,Unemployed,386,778388,12,359962,15.794734532689777,Good,0,6837.0
43,24517,Unemployed,330,386890,10,144973,5.913162295550027,Bad,6,7355.099999999999
28,408355,Employed,541,814481,18,199831,0.48935607498377637,Average,3,122506.5
57,877883,Employed,820,341933,21,174804,0.1991199282820148,Good,0,263364.89999999997
23,21105,Unemployed,372,610814,23,211376,10.015446576640606,Good,0,6331.5
53,7690,Unemployed,414,403062,20,251278,32.67594278283485,Average,4,2307.0
48,940553,Employed,636,485779,19,149579,0.15903303694741286,Good,1,282165.89999999997
28,347545,Employed,678,499952,19,261082,0.7512178279071775,Bad,7,104263.5
54,579391,Employed,741,572508,5,344929,0.5953302691964494,Bad,9,173817.3
55,474837,Self-employed,686,834595,16,127691,0.2689154383504234,Average,5,142451.1
52,30825,Self-employed,780,398981,14,258426,8.383649635036496,Good,0,9247.5
44,527393,Employed,640,381270,18,298535,0.5660579491953818,Good,0,158217.9
34,5897,Unemployed,498,869918,14,35171,5.9642190944548075,Bad,9,1769.1
52,131999,Employed,626,964774,14,378163,2.8648929158554233,Average,3,39599.7
36,552860,Self-employed,502,77277,15,270629,0.4895072893680136,Average,5,165858.0
24,21799,Unemployed,491,521570,20,390772,17.926143401073443,Average,5,6539.7
57,526727,Self-employed,384,485455,13,373248,0.7086175571026357,Bad,8,158018.1
41,32007,Unemployed,371,892677,19,378571,11.827756428281313,Bad,6,9602.1
34,489137,Self-employed,820,124332,18,227392,0.4648840713337981,Average,4,146741.1
51,22376,Unemployed,301,236231,23,243174,10.867626027887022,Average,5,6712.8
38,23157,Unemployed,319,549219,13,91153,3.9363043572138015,Good,2,6947.099999999999
27,24945,Unemployed,369,91116,8,38748,1.5533373421527361,Good,1,7483.5
30,7576,Unemployed,423,253671,11,398094,52.546726504751845,Average,5,2272.7999999999997
27,631776,Self-employed,785,844065,12,134021,0.21213373094261256,Bad,7,189532.8
53,718411,Self-employed,649,475918,12,217452,0.3026846749284184,Bad,6,215523.3
43,17674,Unemployed,386,578201,23,248888,14.082154577345253,Good,1,5302.2
41,27353,Unemployed,453,776504,19,183378,6.704127518005338,Average,4,8205.9
39,402751,Self-employed,563,621064,20,88150,0.21886972347678837,Bad,9,120825.29999999999
39,22118,Unemployed,464,27991,13,90364,4.085541188172529,Bad,6,6635.4
56,5632,Unemployed,454,516265,16,116925,20.76083096590909,Bad,8,1689.6
49,24285,Unemployed,427,712205,20,10958,0.4512250360304715,Bad,6,7285.5
38,274697,Employed,609,630380,8,140769,0.5124519015497075,Good,2,82409.09999999999
22,21226,Unemployed,336,231577,9,88160,4.153396777536983,Bad,9,6367.8
21,484623,Employed,570,712672,12,278637,0.5749562030691898,Bad,9,145386.9
25,25256,Unemployed,330,405777,5,174873,6.924018055115616,Average,5,7576.799999999999
40,267070,Self-employed,680,936405,10,284343,1.064675927659415,Average,4,80121.0
31,272955,Employed,510,763401,19,263081,0.9638255390082614,Good,0,81886.5
22,859783,Employed,827,97556,8,239962,0.27909600445693855,Good,1,257934.9
23,14784,Unemployed,465,851307,15,293637,19.861810064935064,Good,0,4435.2
43,24937,Unemployed,318,158989,9,112545,4.5131731964550665,Good,0,7481.099999999999
32,994211,Employed,683,326264,22,312146,0.31396353490355666,Bad,7,298263.3
40,656021,Self-employed,844,397204,19,24731,0.03769848831058762,Average,5,196806.3
25,950161,Self-employed,491,508961,22,139148,0.14644676007539775,Bad,8,285048.3
57,15559,Unemployed,489,898473,17,264215,16.981489812969986,Bad,6,4667.7
58,630219,Self-employed,774,654755,9,363070,0.5761013235081773,Bad,8,189065.69999999998
50,705251,Self-employed,726,522616,5,128872,0.1827321053071885,Average,4,211575.3
29,13015,Unemployed,358,409472,22,42410,3.2585478294275836,Good,1,3904.5
54,753979,Self-employed,396,382634,18,231273,0.30673665977434383,Good,1,226193.69999999998
55,16528,Unemployed,308,745088,9,358092,21.665779283639885,Average,3,4958.4
42,210680,Employed,782,652443,10,193144,0.9167647617239415,Average,3,63204.0
44,16179,Unemployed,344,292374,20,229443,14.181531615056555,Good,2,4853.7
37,940343,Employed,707,500682,16,42041,0.04470815436494981,Bad,7,282102.89999999997
30,933057,Employed,624,61778,22,386760,0.4145084383912237,Good,1,279917.1
50,579586,Self-employed,332,47833,6,54326,0.09373242279834226,Average,3,173875.8
43,870792,Self-employed,503,811057,17,316240,0.3631636487243797,Good,0,261237.59999999998
52,527757,Self-employed,816,558376,21,187650,0.3555613663106316,Good,0,158327.1
37,12953,Unemployed,476,737010,21,306311,23.647880799814715,Good,1,3885.8999999999996
37,544473,Self-employed,638,960671,20,324436,0.5958716042852447,Average,4,163341.9
34,604901,Employed,635,368081,22,338563,0.5596998517112718,Average,5,181470.3
29,267530,Self-employed,324,466507,12,174211,0.6511830448921616,Good,1,80259.0
22,998785,Self-employed,624,198375,7,350897,0.351323858488063,Good,2,299635.5
45,26159,Unemployed,381,78361,21,142779,5.458121487824458,Bad,8,7847.7
59,30745,Unemployed,424,352373,22,238464,7.756187998048463,Bad,7,9223.5
29,407784,Employed,730,137189,10,12093,0.029655405803072216,Good,2,122335.2
42,34455,Unemployed,379,616553,12,367233,10.65833696125381,Average,5,10336.5
24,99702,Self-employed,337,524154,17,73043,0.7326131872981485,Bad,6,29910.6
46,33072,Unemployed,434,624006,12,387678,11.722242380261248,Good,1,9921.6
49,959613,Employed,734,324854,23,162680,0.16952667377369834,Bad,8,287883.89999999997
54,728380,Self-employed,667,621164,10,366009,0.5024973228259975,Bad,8,218514.0
43,290440,Employed,659,986558,19,387822,1.3352912821925356,Bad,8,87132.0
57,7597,Unemployed,449,32949,14,310431,40.86231407134395,Average,4,2279.1
31,8983,Unemployed,351,942051,21,34427,3.832461315818769,Good,0,2694.9
26,528204,Employed,643,739242,5,160467,0.30379739646045845,Average,3,158461.19999999998
38,261587,Self-employed,644,856568,11,392993,1.5023414772140817,Average,4,78476.09999999999
41,32916,Unemployed,371,113541,17,372983,11.331358609794629,Bad,7,9874.8
56,31372,Unemployed,311,721979,7,355806,11.341514726507715,Good,1,9411.6
58,44080,Self-employed,332,63842,23,227074,5.151406533575318,Bad,9,13224.0
54,34048,Unemployed,349,490019,19,281114,8.256402725563909,Average,4,10214.4
37,346855,Employed,709,234930,9,71218,0.2053249917112338,Average,3,104056.5
57,16292,Unemployed,338,291134,15,208547,12.800576970292168,Good,2,4887.599999999999
45,18923,Unemployed,472,673553,22,337506,17.83575542990012,Average,5,5676.9
58,841624,Self-employed,355,294253,7,155443,0.18469411518682927,Average,4,252487.19999999998
32,638481,Employed,545,132356,10,221967,0.34764855962824265,Good,1,191544.3
43,859082,Self-employed,496,938737,7,235625,0.27427533110925384,Bad,9,257724.59999999998
42,39445,Unemployed,366,770917,9,151267,3.8348840157180883,Good,2,11833.5
41,30574,Unemployed,393,739090,13,111949,3.661575194609799,Average,3,9172.199999999999
47,158329,Self-employed,536,916565,23,127895,0.8077800024000656,Good,1,47498.7
51,370500,Self-employed,437,691870,17,290459,0.7839649122807018,Bad,7,111150.0
26,318816,Self-employed,528,789738,10,252287,0.7913247766736926,Average,3,95644.8
47,747116,Employed,585,5849,15,84804,0.11350847793381483,Bad,9,224134.8
54,25067,Unemployed,348,14360,18,207318,8.270554912833607,Bad,6,7520.099999999999
32,45136,Self-employed,557,375216,10,304725,6.751262850053172,Good,0,13540.8
27,16441,Unemployed,422,779567,10,177609,10.802810048050604,Bad,9,4932.3
30,44677,Employed,670,621055,21,98357,2.201513082794279,Good,1,13403.1
37,294012,Employed,635,263445,15,382905,1.3023448022529693,Good,0,88203.59999999999
46,940394,Employed,692,703160,19,207337,0.2204788631148221,Bad,7,282118.2
41,627456,Employed,767,523658,13,114984,0.18325428396572827,Good,1,188236.8
48,11403,Unemployed,416,432179,21,355593,31.1841620626151,Good,0,3420.9
22,871676,Employed,594,56330,11,252176,0.2893001528090713,Bad,8,261502.8
21,825772,Employed,540,53707,11,154256,0.18680216815295264,Average,3,247731.59999999998
56,813826,Self-employed,553,282833,5,158642,0.19493356073657023,Good,2,244147.8
46,165174,Employed,715,555372,12,131522,0.7962633344230933,Good,0,49552.2
49,127366,Self-employed,368,42387,9,306174,2.403891148344142,Bad,6,38209.799999999996
41,520576,Employed,529,863248,23,325389,0.6250557075239734,Good,1,156172.8
31,422776,Employed,761,528930,12,187539,0.44358951312278844,Bad,7,126832.79999999999
31,361440,Self-employed,507,830569,21,251690,0.6963534749889332,Average,4,108432.0
56,796164,Employed,821,475048,23,36133,0.045383865635723296,Average,4,238849.19999999998
59,15532,Unemployed,376,188633,16,210803,13.572173577131084,Bad,7,4659.599999999999
55,24743,Unemployed,346,850692,19,44998,1.8186153659620903,Average,4,7422.9
54,133021,Employed,699,672798,8,149310,1.1224543493132664,Bad,9,39906.299999999996
44,5209,Unemployed,419,836874,16,213160,40.92148205029756,Good,1,1562.7
42,665899,Self-employed,453,891493,17,378747,0.5687754449248309,Average,5,199769.69999999998
25,836409,Employed,656,398210,18,49245,0.058876697883451755,Good,2,250922.69999999998
53,391732,Employed,576,780799,9,286701,0.7318804693004402,Good,1,117519.59999999999
56,235144,Self-employed,787,389988,20,333618,1.4187816827135713,Bad,8,70543.2
